structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3
"anterior commissure, temporal limb",0.0,0.0,0.0,0.1213289999999999,0.119473,0.240802,0.0,0.0
"Orbital area, medial part, layer 6a",0.0,0.0,0.0,0.093092,0.1018049999999999,0.194897,0.0,0.0
trochlear nerve,0.0,0.0,0.0,0.003951,0.0041719999999999,0.0081229999999999,0.0,0.0
Lingula (I),0.0,0.0,0.0,0.0591789999999999,0.058565,0.1177439999999999,0.0,0.0
Posterodorsal preoptic nucleus,0.0,0.0,0.0,0.0070209999999999,0.0063679999999999,0.0133889999999999,0.0,0.0
"Anterior cingulate area, dorsal part, layer 6a",0.0,0.0,0.0,0.408859,0.399452,0.808311,0.0,0.0
cerebal peduncle,0.0,0.0,0.0,0.509251,0.504593,1.013844,0.0,0.0
"Anterior cingulate area, dorsal part, layer 6b",0.0,0.0,0.0,0.0140349999999999,0.013763,0.0277979999999999,0.0,0.0
"Primary somatosensory area, nose, layer 6b",0.0,0.0,0.0,0.028357,0.0349709999999999,0.063328,0.0,0.0
Pontine gray,0.0,0.0,0.0,0.5951219999999999,0.632975,1.228097,0.0,0.0
"Anterior cingulate area, dorsal part, layer 1",0.0,0.0,0.0,0.262934,0.297627,0.560561,0.0,0.0
Declive (VI),0.0,0.0,0.0,0.945538,1.090347,2.035885,0.0,0.0
"Nucleus ambiguus, dorsal division",0.0,0.0,0.0,0.014247,0.011784,0.026031,0.0,0.0
"Primary motor area, Layer 2/3",0.0,0.0,0.0,1.870795,1.927288,3.798083,0.0,0.0
"Primary somatosensory area, upper limb, layer 6a",0.0,0.0,0.0,0.559701,0.621613,1.181314,0.0,0.0
Posterior hypothalamic nucleus,0.0,0.0,0.0,0.4330449999999999,0.4448769999999999,0.8779219999999999,0.0,0.0
vomeronasal nerve,0.0,0.0,0.0,0.009564,0.009103,0.018667,0.0,0.0
"Primary somatosensory area, mouth, layer 4",0.0,0.0,0.0,0.5149739999999999,0.50145,1.0164239999999998,0.0,0.0
"Endopiriform nucleus, dorsal part",0.0,0.0,0.0,0.88064,0.891048,1.771688,0.0,0.0
"Lateral reticular nucleus, magnocellular part",0.0,0.0,0.0,0.028967,0.059376,0.088343,0.0,0.0
"corpus callosum, anterior forceps",0.0,0.0,0.0,0.475165,0.51395,0.989115,0.0,0.0
Uvula (IX),0.0,0.0,0.0,0.0576799999999999,0.0925469999999999,0.150227,0.0,0.0
"Ventral auditory area, layer 1",0.0,0.0,0.0,0.1213689999999999,0.091279,0.212648,0.0,0.0
"Secondary motor area, layer 2/3",0.0,0.0,0.0,2.100103,2.030824,4.130927,0.0,0.0
"Lateral reticular nucleus, parvicellular part",0.0,0.0,0.0,0.025509,0.0260439999999999,0.051553,0.0,0.0
"corpus callosum, extreme capsule",0.0,0.0,0.0,0.0424499999999999,0.0436159999999999,0.0860659999999999,0.0,0.0
"Endopiriform nucleus, ventral part",0.0,0.0,0.0,0.491004,0.476184,0.967188,0.0,0.0
Nodulus (X),0.0,0.0,0.0,0.7000219999999999,0.7899579999999999,1.48998,0.0,0.0
"Paragigantocellular reticular nucleus, dorsal part",0.0,0.0,0.0,0.115377,0.1068409999999999,0.2222179999999999,0.0,0.0
"corpus callosum, posterior forceps",0.0,0.0,0.0,0.7368009999999999,0.784808,1.5216089999999998,0.0,0.0
"Primary somatosensory area, mouth, layer 5",0.0,0.0,0.0,0.688731,0.6286539999999999,1.3173849999999998,0.0,0.0
Edinger-Westphal nucleus,0.0,0.0,0.0,0.012463,0.017839,0.030302,0.0,0.0
Ectorhinal area/Layer 6a,0.0,0.0,0.0,0.196102,0.178285,0.374387,0.0,0.0
"Paragigantocellular reticular nucleus, lateral part",0.0,0.0,0.0,0.354216,0.359078,0.713294,0.0,0.0
Dorsal premammillary nucleus,0.0,0.0,0.0,0.08069,0.080605,0.161295,0.0,0.0
"Primary somatosensory area, barrel field, layer 1",0.0,0.0,0.0,0.409445,0.506056,0.915501,0.0,0.0
Fasciola cinerea,0.0,0.0,0.0,0.034619,0.0367759999999999,0.0713949999999999,0.0,0.0
"corpus callosum, splenium",0.0,0.0,0.0,0.436716,0.4326239999999999,0.86934,0.0,0.0
"Ventral auditory area, layer 4",0.0,0.0,0.0,0.1069099999999999,0.080977,0.1878869999999999,0.0,0.0
"Agranular insular area, dorsal part, layer 1",0.0,0.0,0.0,0.22136,0.1804309999999999,0.401791,0.0,0.0
Fundus of striatum,0.0,0.0,0.0,0.234282,0.22773,0.462012,0.0,0.0
Ventral premammillary nucleus,0.0,0.0,0.0,0.0969449999999999,0.097604,0.1945489999999999,0.0,0.0
"Primary auditory area, layer 6b",0.0,0.0,0.0,0.026101,0.02848,0.054581,0.0,0.0
"Primary somatosensory area, trunk, layer 1",0.0,0.0,0.0,0.0771,0.098663,0.175763,0.0,0.0
Simple lobule,0.0,0.0,0.0,2.94523,3.217315,6.162545,0.0,0.0
"Visceral area, layer 4",0.0,0.0,0.0,0.0899539999999999,0.07289,0.162844,0.0,0.0
olfactory nerve layer of main olfactory bulb,0.0,0.0,0.0,1.179346,1.124841,2.304187,0.0,0.0
"Secondary motor area, layer 6a",0.0,0.0,0.0,1.463298,1.5840489999999998,3.047347,0.0,0.0
"Globus pallidus, external segment",0.0,0.0,0.0,1.057712,0.992794,2.050506,0.0,0.0
Paramedian lobule,0.0,0.0,0.0,0.717052,1.120067,1.837119,0.0,0.0
"Primary somatosensory area, upper limb, layer 6b",0.0,0.0,0.0,0.044605,0.0505069999999999,0.095112,0.0,0.0
Posterior limiting nucleus of the thalamus,0.0,0.0,0.0,0.1203539999999999,0.1168869999999999,0.2372409999999999,0.0,0.0
"Primary somatosensory area, lower limb, layer 1",0.0,0.0,0.0,0.140909,0.1703579999999999,0.3112669999999999,0.0,0.0
"Globus pallidus, internal segment",0.0,0.0,0.0,0.273403,0.241663,0.515066,0.0,0.0
Copula pyramidis,0.0,0.0,0.0,0.5566519999999999,0.6194839999999999,1.1761359999999998,0.0,0.0
"Supplemental somatosensory area, layer 4",0.0,0.0,0.0,0.5981679999999999,0.577955,1.176123,0.0,0.0
Paraflocculus,0.0,0.0,0.0,2.250486,2.345669,4.596155,0.0,0.0
crossed tectospinal pathway,0.0,0.0,0.0,0.2670039999999999,0.268552,0.5355559999999999,0.0,0.0
Peripeduncular nucleus,0.0,0.0,0.0,0.043653,0.0413199999999999,0.0849729999999999,0.0,0.0
Ectorhinal area/Layer 6b,0.0,0.0,0.0,0.030125,0.027561,0.057686,0.0,0.0
Gigantocellular reticular nucleus,0.0,0.0,0.0,1.465477,1.441002,2.906479,0.0,0.0
Flocculus,0.0,0.0,0.0,0.624077,0.7194689999999999,1.343546,0.0,0.0
direct tectospinal pathway,0.0,0.0,0.0,2e-06,0.0,2e-06,0.0,
Pedunculopontine nucleus,0.0,0.0,0.0,0.548638,0.541071,1.089709,0.0,0.0
"Infralimbic area, layer 6a",0.0,0.0,0.0,0.0987,0.105471,0.204171,0.0,0.0
"Visceral area, layer 5",0.0,0.0,0.0,0.4049279999999999,0.3094139999999999,0.7143419999999999,0.0,0.0
doral tegmental decussation,0.0,0.0,0.0,0.003253,0.0034449999999999,0.0066979999999999,0.0,0.0
Posterior pretectal nucleus,0.0,0.0,0.0,0.0782149999999999,0.080978,0.1591929999999999,0.0,0.0
"Primary somatosensory area, barrel field, layer 6b",0.0,0.0,0.0,0.091719,0.094479,0.1861979999999999,0.0,0.0
Crus 2,0.0,0.0,0.0,1.3432929999999998,1.5023689999999998,2.845662,0.0,0.0
Parapyramidal nucleus,0.0,0.0,0.0,0.051482,0.049981,0.101463,0.0,0.0
"Medial geniculate complex, dorsal part",0.0,0.0,0.0,0.105946,0.101077,0.207023,0.0,0.0
"Anterolateral visual area, layer 1",0.0,0.0,0.0,0.0546059999999999,0.066818,0.121424,0.0,0.0
"Medial geniculate complex, ventral part",0.0,0.0,0.0,0.1699149999999999,0.164412,0.334327,0.0,0.0
"Infralimbic area, layer 6b",0.0,0.0,0.0,0.005207,0.006127,0.011334,0.0,0.0
Presubiculum,0.0,0.0,0.0,0.518071,0.584737,1.102808,0.0,0.0
"Secondary motor area, layer 6b",0.0,0.0,0.0,0.0457039999999999,0.0491459999999999,0.0948499999999999,0.0,0.0
"Primary somatosensory area, trunk, layer 4",0.0,0.0,0.0,0.070717,0.078049,0.148766,0.0,0.0
"Medial geniculate complex, medial part",0.0,0.0,0.0,0.145637,0.145558,0.291195,0.0,0.0
Hippocampal formation,0.0,0.0,0.0,0.2425399999999999,0.239675,0.4822149999999999,0.0,0.0
Lobules IV-V,0.0,0.0,0.0,3.952223,4.148228,8.100451,0.0,0.0
external medullary lamina of the thalamus,0.0,0.0,0.0,0.065195,0.0648359999999999,0.130031,0.0,0.0
"Primary somatosensory area, lower limb, layer 4",0.0,0.0,0.0,0.135563,0.146921,0.2824839999999999,0.0,0.0
"Anteromedial nucleus, dorsal part",0.0,0.0,0.0,0.146233,0.137825,0.284058,0.0,0.0
"Agranular insular area, dorsal part, layer 5",0.0,0.0,0.0,0.7390319999999999,0.613368,1.3523999999999998,0.0,0.0
"Primary somatosensory area, mouth, layer 6a",0.0,0.0,0.0,0.8474619999999999,0.8276749999999999,1.675137,0.0,0.0
Intercalated amygdalar nucleus,0.0,0.0,0.0,0.1018709999999999,0.088646,0.190517,0.0,0.0
"Visceral area, layer 2/3",0.0,0.0,0.0,0.2447349999999999,0.2001099999999999,0.4448449999999999,0.0,0.0
genu of corpus callosum,0.0,0.0,0.0,0.515613,0.517909,1.033522,0.0,0.0
Parastrial nucleus,0.0,0.0,0.0,0.0583799999999999,0.054264,0.112644,0.0,0.0
Interanterodorsal nucleus of the thalamus,0.0,0.0,0.0,0.066796,0.0629779999999999,0.129774,0.0,0.0
genu of the facial nerve,0.0,0.0,0.0,0.0146539999999999,0.0140419999999999,0.028696,0.0,0.0
Interanteromedial nucleus of the thalamus,0.0,0.0,0.0,0.029199,0.0288679999999999,0.0580669999999999,0.0,0.0
"Entorhinal area, lateral part, layer 1",0.0,0.0,0.0,0.539971,0.485983,1.025954,0.0,0.0
inferior cerebellar peduncle,0.0,0.0,0.0,0.326047,0.3220469999999999,0.648094,0.0,0.0
"Tuberomammillary nucleus, dorsal part",0.0,0.0,0.0,0.012102,0.012081,0.024183,0.0,0.0
"Primary somatosensory area, lower limb, layer 5",0.0,0.0,0.0,0.279528,0.3003909999999999,0.579919,0.0,0.0
"Nucleus of the lateral olfactory tract, layer 3",0.0,0.0,0.0,0.033518,0.0266409999999999,0.060159,0.0,0.0
Median eminence,0.0,0.0,0.0,0.0277779999999999,0.028845,0.0566229999999999,0.0,0.0
"Dentate gyrus, molecular layer",0.0,0.0,0.0,2.556093,2.597917,5.15401,0.0,0.0
"Dentate gyrus, polymorph layer",0.0,0.0,0.0,0.356523,0.359421,0.7159439999999999,0.0,0.0
"Primary somatosensory area, unassigned, layer 1",0.0,0.0,0.0,0.083711,0.0976939999999999,0.1814049999999999,0.0,0.0
"Primary somatosensory area, unassigned, layer 2/3",0.0,0.0,0.0,0.169698,0.1948079999999999,0.364506,0.0,0.0
"Primary somatosensory area, unassigned, layer 4",0.0,0.0,0.0,0.104615,0.112855,0.21747,0.0,0.0
"Primary somatosensory area, unassigned, layer 5",0.0,0.0,0.0,0.152066,0.157903,0.309969,0.0,0.0
"Primary somatosensory area, unassigned, layer 6a",0.0,0.0,0.0,0.180977,0.20736,0.388337,0.0,0.0
"Primary somatosensory area, unassigned, layer 6b",0.0,0.0,0.0,0.015486,0.018393,0.033879,0.0,0.0
"Anterior area, layer 1",0.0,0.0,0.0,0.088669,0.115698,0.204367,0.0,0.0
"Anterior area, layer 6b",0.0,0.0,0.0,0.023246,0.023465,0.046711,0.0,0.0
"Laterointermediate area, layer 1",0.0,0.0,0.0,0.035065,0.037777,0.0728419999999999,0.0,0.0
"Laterointermediate area, layer 6b",0.0,0.0,0.0,0.008293,0.008849,0.0171419999999999,0.0,0.0
"Rostrolateral area, layer 1",0.0,0.0,0.0,0.0847909999999999,0.121321,0.206112,0.0,0.0
"Rostrolateral area, layer 2/3",0.0,0.0,0.0,0.144728,0.206477,0.351205,0.0,0.0
"Rostrolateral area, layer 6b",0.0,0.0,0.0,0.015875,0.01786,0.033735,0.0,0.0
"Postrhinal area, layer 1",0.0,0.0,0.0,0.110315,0.111439,0.221754,0.0,0.0
"Postrhinal area, layer 2/3",0.0,0.0,0.0,0.1767109999999999,0.174616,0.3513269999999999,0.0,0.0
Prosubiculum,0.0,0.0,0.0,0.953019,0.905129,1.858148,0.0,0.0
"corpus callosum, body",0.0,0.0,0.0,1.666161,1.774523,3.440684,0.0,0.0
auditory radiation,0.0,0.0,0.0,0.2358249999999999,0.230767,0.466592,0.0,0.0
commissural branch of stria terminalis,0.0,0.0,0.0,0.020867,0.0174649999999999,0.038332,0.0,0.0
"Frontal pole, layer 5",0.0,0.0,0.0,0.1913669999999999,0.15863,0.349997,0.0,0.0
"Frontal pole, layer 6a",0.0,0.0,0.0,0.060391,0.0748839999999999,0.1352749999999999,0.0,0.0
"Frontal pole, layer 6b",0.0,0.0,0.0,0.000503,0.00062,0.0011229999999999,0.0,0.0
"Orbital area, medial part, layer 6b",0.0,0.0,0.0,0.0018239999999999,0.002169,0.003993,0.0,0.0
Retroparafascicular nucleus,0.0,0.0,0.0,0.037533,0.041055,0.0785879999999999,0.0,0.0
Medial accesory oculomotor nucleus,0.0,0.0,0.0,0.0097489999999999,0.010261,0.02001,0.0,0.0
Peritrigeminal zone,0.0,0.0,0.0,0.1893699999999999,0.198626,0.387996,0.0,0.0
Accessory trigeminal nucleus,0.0,0.0,0.0,0.007796,0.0085139999999999,0.0163099999999999,0.0,0.0
Parvicellular motor 5 nucleus,0.0,0.0,0.0,0.044686,0.040333,0.085019,0.0,0.0
Intertrigeminal nucleus,0.0,0.0,0.0,0.032541,0.039917,0.072458,0.0,0.0
Ethmoid nucleus of the thalamus,0.0,0.0,0.0,0.138931,0.135261,0.274192,0.0,0.0
Posterior intralaminar thalamic nucleus,0.0,0.0,0.0,0.11173,0.1128059999999999,0.2245359999999999,0.0,0.0
Posterior triangular thalamic nucleus,0.0,0.0,0.0,0.16755,0.158085,0.325635,0.0,0.0
Intermediate geniculate nucleus,0.0,0.0,0.0,0.0142359999999999,0.0149729999999999,0.029209,0.0,0.0
Ventromedial preoptic nucleus,0.0,0.0,0.0,0.022112,0.0214859999999999,0.043598,0.0,0.0
Perifornical nucleus,0.0,0.0,0.0,0.116864,0.1207729999999999,0.237637,0.0,0.0
Hippocampo-amygdalar transition area,0.0,0.0,0.0,0.237808,0.227148,0.464956,0.0,0.0
Paratrigeminal nucleus,0.0,0.0,0.0,0.000137,0.00945,0.009587,0.0,0.0
Vestibulocerebellar nucleus,0.0,0.0,0.0,0.05531,0.045343,0.1006529999999999,0.0,0.0
Subcommissural organ,0.0,0.0,0.0,0.0069549999999999,0.008735,0.01569,0.0,0.0
Posterodorsal tegmental nucleus,0.0,0.0,0.0,0.024147,0.023814,0.047961,0.0,0.0
"Medial mammillary nucleus, lateral part",0.0,0.0,0.0,0.125333,0.1379689999999999,0.263302,0.0,0.0
"Medial mammillary nucleus, medial part",0.0,0.0,0.0,0.078023,0.081623,0.159646,0.0,0.0
"Medial mammillary nucleus, posterior part",0.0,0.0,0.0,0.0159249999999999,0.017504,0.033429,0.0,0.0
"Medial mammillary nucleus, dorsal part",0.0,0.0,0.0,0.0383849999999999,0.039973,0.078358,0.0,0.0
Paratrochlear nucleus,0.0,0.0,0.0,0.008868,0.008772,0.01764,0.0,0.0
Paranigral nucleus,0.0,0.0,0.0,0.0155979999999999,0.014275,0.0298729999999999,0.0,0.0
"Interpeduncular nucleus, rostral",0.0,0.0,0.0,0.053957,0.0583049999999999,0.112262,0.0,0.0
"Interpeduncular nucleus, caudal",0.0,0.0,0.0,0.042494,0.0468079999999999,0.0893019999999999,0.0,0.0
"Interpeduncular nucleus, apical",0.0,0.0,0.0,0.017418,0.0204069999999999,0.037825,0.0,0.0
"Interpeduncular nucleus, lateral",0.0,0.0,0.0,0.039338,0.035952,0.07529,0.0,0.0
"Interpeduncular nucleus, intermediate",0.0,0.0,0.0,0.021008,0.019483,0.040491,0.0,0.0
"Interpeduncular nucleus, dorsomedial",0.0,0.0,0.0,0.014667,0.0141199999999999,0.028787,0.0,0.0
"Interpeduncular nucleus, dorsolateral",0.0,0.0,0.0,0.0279969999999999,0.026029,0.054026,0.0,0.0
"Interpeduncular nucleus, rostrolateral",0.0,0.0,0.0,0.013748,0.012768,0.0265159999999999,0.0,0.0
Supraoculomotor periaqueductal gray,0.0,0.0,0.0,0.025921,0.0236889999999999,0.04961,0.0,0.0
